"Date","Marketplace","ASIN","SKU","Name","SalesOrganic","SalesPPC","SalesSponsoredProducts","SalesSponsoredDisplay","UnitsOrganic","UnitsPPC","UnitsSponsoredProducts","UnitsSponsoredDisplay","Refunds","PromoValue","SponsoredProducts","SponsoredDisplay","SponsoredВrands","SponsoredBrandsVideo","Google ads","Facebook ads","GiftWrap","Shipping","RefundCost","Value of returned items","ProductCost Unsellable Refunds","AmazonFees","EstimatedPayout","Cost of Goods","VAT","GrossProfit","NetProfit","Margin","Real ACOS","Sessions","Unit Session Percentage","Ads spend","Sellable Returns %","ROI","Fulfillment Channel","Expenses"
"06/03/2026","Amazon.com","B0BP8GCK1G","KS-48AQ-488J","Fairy Elves Sewing Kit for Kids, Fun and Educational Fairytale Craft Set for Boys and Girls Age 7-12, Sew Your Own Felt Fairy Craft Kit for Beginners (Garden Rainbow Fairies Kit)","103.40","0.00","0.00","0.00","5","0","0","0","0","0.00","-12.64","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","-55.17","35.59","-16.00","0.00","19.59","19.59","18.95","12.22","125","4.80","-12.64","0.00","122.44","FBA","0.00"
"06/03/2026","Amazon.com","B07PXN4K8N","6C-ADBV-Q090","XXL Fuse Beads kit, Melty Melting Beads for Kids Crafts | Iron for Kids kit - Fuse pegboards. Compatible Bulk beados Storage - 22000pcs 5mm","174.80","0.00","0.00","0.00","5","0","0","0","0","0.00","-0.53","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","-100.96","73.31","-62.50","0.00","10.81","10.81","6.18","0.30","84","5.95","-0.53","0.00","17.30","FBA","0.00"
"06/03/2026","Amazon.com","B0DKD2S3JT","JZ-ZGON-217O","CRAFTILOO Loom Knitting and Crochet kit for Kids Crochet kit for Beginners Knitting kit for Beginners Knitting Loom Learn to Crochet Kits for Adults Beginner","68.94","22.98","22.98","0.00","3","1","1","0","0","0.00","-2.63","0.00","0.00","0.00","0.00","0.00","0.00","0.00","6.00","6.00","0.00","-110.65","-21.36","-24.00","0.00","-39.36","-39.36","-42.82","2.86","45","8.89","-2.63","100.00","-164.00","FBA","0.00"
"06/03/2026","Amazon.com","B08L8BHD4Z","U9-D41T-LM8J","5 Stamped Superhero Cross Stitch Beginner Projects for Kids Needlepoint Starter kit Sewing Set for Backpack Charms…","47.16","40.76","40.76","0.00","2","2","2","0","0","0.00","-6.64","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","-37.03","44.25","-16.00","0.00","28.25","28.25","32.13","7.55","38","10.53","-6.64","0.00","176.56","FBA","0.00"
"06/03/2026","Amazon.com","B0F8QZZQQM","ZT-0RFZ-KY9Y","CRAFTILOO 2 in1 Cross Stitch & Embroidery Kit for Kids Ages 6+ Make 8 Projects Backpack Charms, Keyring, Doll, Wall Art, Unicorn Pillow & Card Holder Beginner Needlepoint & Creative Gift Set","65.94","21.98","21.98","0.00","3","1","1","0","0","0.00","-1.66","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","-62.23","24.03","-22.00","0.00","2.03","2.03","2.31","1.89","22","18.18","-1.66","0.00","9.23","FBA","0.00"
"06/03/2026","Amazon.com","B0F6YTG1CH","75-24RO-YAXR","CRAFTILOO Cross Stitch Kit for Kids Ages 6-12 – Easy Beginner Embroidery Needlepoint Set for Girls & Boys – Pre-Cut Felt Unicorn Designs with Thread, Needles & Keyrings – 4 Fun Projects","16.98","33.96","33.96","0.00","1","2","2","0","2","0.00","-32.37","0.00","0.00","0.00","0.00","0.00","0.00","0.00","-32.52","0.00","0.00","-24.27","-38.22","-6.00","0.00","-44.22","-44.22","-86.81","63.55","59","5.08","-32.37","0.00","-737.00","FBA","0.00"
"06/03/2026","Amazon.com","B09HVDNFMR","N7-TUSA-2329","CRAFTILOO Needlepoint Kit for Kids — Beginner Cross Stitch Sewing Kit with Pre Printed Canvas, Easy Embroidery Arts and Crafts Starter Set for Girls and Boys Ages 6-12 (Cat)","17.98","35.96","35.96","0.00","1","2","2","0","0","0.00","-16.81","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","-20.48","16.65","-9.00","0.00","7.65","7.65","14.18","31.16","72","4.17","-16.81","0.00","85.00","FBA","0.00"
"06/03/2026","Amazon.com","B092SW839H","B2-XPQK-NI8O","CRAFTILOO 3Pcs of Embroidery Punch Needle kit for Kids Mini Pillows Googly Heart Owl Rainbow Needlepoint Craft Embroidery Pen Needle Punch Kit Art Punch Needle Yarn","39.96","0.00","0.00","0.00","2","0","0","0","0","0.00","-1.89","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","-32.01","6.06","-9.00","0.00","-2.94","-2.94","-7.36","4.73","12","16.67","-1.89","0.00","-32.67","FBA","0.00"
"06/03/2026","Amazon.com","B08DDJCQKF","B08DDJCQKF-FBA-2026","CRAFTILOO Cross Stitch Kit for Kids - 5 Easy Stamped Cross Stitch Kits for Beginners | Embroidery Kit for Girls Ages 7-13 | Needlepoint Craft Set, Backpack Charms & Keychains","39.96","0.00","0.00","0.00","2","0","0","0","0","0.00","0.00","0.00","0.00","-0.14","0.00","0.00","0.00","0.00","0.00","0.00","0.00","-24.77","15.05","0.00","0.00","15.05","15.05","37.66","0.35","14","14.29","-0.14","0.00","0.00","FBA","0.00"
"06/03/2026","Amazon.com","B08DJYBH4D","6B-PLIR-RTAZ","5 Stamped Embroidery kit With Embroidery Patterns. Embroidery Kit For Beginners, Needlepoint Kits For Beginners. Best Beginner Embroidery Kit For Kids Embroidery Starter Kit Cross Stitch Kits","39.96","0.00","0.00","0.00","2","0","0","0","0","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","-26.48","13.48","-9.00","0.00","4.48","4.48","11.21","0.00","31","6.45","0.00","0.00","49.78","FBA","0.00"
"06/03/2026","Amazon.com","B0FHMRQWRX","MW-AU5S-KO94","CRAFTILOO Latch Hook Kit for Kids Rug DIY Pillow Craft with Hook, Precut Yarn, Easy to Follow Pattern Cute Designs with Wise Owl Ages 6+","49.96","0.00","0.00","0.00","2","0","0","0","0","0.00","-3.86","0.00","0.00","-1.88","0.00","0.00","0.00","0.00","0.00","0.00","0.00","-43.65","0.57","-10.60","0.00","-10.03","-10.03","-20.08","11.49","38","5.26","-5.74","0.00","-94.62","FBA","0.00"
"06/03/2026","Amazon.com","B0DC69M3YD","7B-EONH-U3A3","CRAFTILOO Embroidery Kit for Beginners Adults — 4 Floral Stamped Patterns, Learn 17 Stitches | Complete Needlepoint Kit with Hoop, Needles, Thread & Video Tutorial | Embroidery Kits for Adults Women","49.96","0.00","0.00","0.00","2","0","0","0","0","0.00","-33.04","0.00","0.00","-7.51","0.00","0.00","0.00","0.00","0.00","0.00","0.00","-38.97","-29.56","-12.60","0.00","-42.16","-42.16","-84.39","81.16","74","2.70","-40.55","0.00","-334.60","FBA","0.00"
"06/03/2026","Amazon.com","B0C3YQ5RG1","2Z-YIR5-1UN8","Pirates Pre-Cut Fun Kids Sewing Kit for Kids Ages 8-12 Children Beginners Sewing kit Kid Crafts Make Your Own Felt Pillow Plush Craft Kit Girls and Boys Art Craft Kits Learn to Sew Kit","41.36","0.00","0.00","0.00","2","0","0","0","0","0.00","-0.98","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","-28.99","11.39","-7.00","0.00","4.39","4.39","10.61","2.37","22","13.64","-0.98","0.00","62.71","FBA","0.00"
"06/03/2026","Amazon.com","B0CRZ8M2G1","GP-OSR2-H0XR","shinshin creation 24,000 Mini 2.6mm Fuse Beads Kit for Adults - 48 Vivid Pastel Colors, 5 Pegboards, 2 Tweezers - Compatible with Hama, Melty Beads, Iron Beads Craft - Bulk Storage","34.98","0.00","0.00","0.00","1","0","0","0","0","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","-23.33","11.65","-9.00","0.00","2.65","2.65","7.58","0.00","56","1.79","0.00","0.00","29.44","FBA","0.00"
"06/03/2026","Amazon.com","B0B18ZHYKR","V5-VHHP-2KSO","Safari Animals Cross Stitch Kits for Beginners. 5 Stamped Cross Stitch Kits for Kids.Needlepoint Kits for Beginners. Embroidery Kit for Kids. Crossstitch Kit for Beginners. Girls Cross Stitch kit","19.98","0.00","0.00","0.00","1","0","0","0","0","0.00","-1.34","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","-12.17","6.47","-4.60","0.00","1.87","1.87","9.36","6.71","37","2.70","-1.34","0.00","40.65","FBA","0.00"
"06/03/2026","Amazon.com","B0B3PGPVV5","W1-ASV2-SQO1","CRAFTILOO DIY Rug 3D Unicorn Pouch Latch Hook Kits for Kids Sewing Set for Girls Beginners Latchkits Ages 6-12","19.98","0.00","0.00","0.00","1","0","0","0","0","0.00","-0.67","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","-9.20","10.11","-3.50","0.00","6.61","6.61","33.08","3.35","9","11.11","-0.67","0.00","188.86","FBA","0.00"
"06/03/2026","Amazon.com","B0CP2KCF9R","PC-75HN-F1GF","CRAFTILOO Embroidery Kits for Adults Hand Embroidery kit for Beginners with Stamped Embroidery Patterns Starter Embroidery Kit. Needlepoint kit Cross Stitch kit for Teens& Adults Cactus","24.98","0.00","0.00","0.00","1","0","0","0","0","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","-8.69","16.29","-4.40","0.00","11.89","11.89","47.60","0.00","13","7.69","0.00","0.00","270.23","FBA","0.00"
"06/03/2026","Amazon.com","B09HVSLBS6","KM-QL7C-QZMZ","CRAFTILOO Needlepoint Kit for Kids — Beginner Cross Stitch Sewing Kit with Pre Printed Canvas, Easy Embroidery Arts and Crafts Starter Set for Girls and Boys Ages 6-12 (Cat & Dog)","0.00","17.98","17.98","0.00","0","1","1","0","0","0.00","-11.55","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","-6.99","-0.56","-3.00","0.00","-3.56","-3.56","-19.80","64.24","48","2.08","-11.55","0.00","-118.67","FBA","0.00"
"06/03/2026","Amazon.com.mx","B09X55KL2C","8P-17QD-1L6J","10 patrones de bordado preestampados para principiantes, kit de bordado para niños y niñas, kit de costura para principiantes, punto de cruz, costura perfecta para edades de 7 a 13 años","29.62","0.00","0.00","0.00","1","0","0","0","0","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","-24.51","5.11","-6.30","0.00","-1.19","-1.19","-4.02","0.00","190","1.05","0.00","0.00","-18.89","FBA","0.00"
"06/03/2026","Amazon.com","B09HVCCNM2","KL-L7KN-R85L","CRAFTILOO Needlepoint Kit for Kids — Beginner Cross Stitch Sewing Kit with Pre Printed Canvas, Easy Embroidery Arts and Crafts Starter Set for Girls and Boys Ages 6-12 (Unicorn)","17.98","0.00","0.00","0.00","1","0","0","0","0","0.00","-7.83","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","-7.91","2.24","-3.00","0.00","-0.76","-0.76","-4.23","43.55","27","3.70","-7.83","0.00","-25.33","FBA","0.00"
"06/03/2026","Amazon.com","B09THLVFZK","amzn.gr.RV-FA22-4WFQ-MpriMc-eYvZIGfid-LN","24,000 Mini Fuse Beads Kit for Adults - Tiny 2.6mm Beads (NOT Standard 5mm) - 48 Colors, 5 Pegboards, 2 Tweezers - Compatible with Hama, Melty, Iron Beads - Bulk Pixel Art Craft","26.38","0.00","0.00","0.00","1","0","0","0","0","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","-12.05","14.33","0.00","0.00","14.33","14.33","54.32","0.00","11","9.09","0.00","0.00","0.00","FBA","0.00"
"06/03/2026","Amazon.com.mx","B09WQSBZY7","DH-0K32-KCGU","Kits de costura de hadas para niñas pequeñas, 5 proyectos fáciles para niños, manualidades para hacer tu propia almohada de fieltro, kit de manualidades de peluche, mi primer kit de costura para","23.06","0.00","0.00","0.00","1","0","0","0","0","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","-13.11","9.95","-3.00","0.00","6.95","6.95","30.14","0.00","6","16.67","0.00","0.00","231.67","FBA","0.00"
"06/03/2026","Amazon.com","B08L8BHD4Z","FBA192SBLRF1.missing1","5 Stamped Superhero Cross Stitch Beginner Projects for Kids Needlepoint Starter kit Sewing Set for Backpack Charms…","18.78","0.00","0.00","0.00","1","0","0","0","0","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","-7.38","11.40","0.00","0.00","11.40","11.40","60.70","0.00","10","10.00","0.00","0.00","0.00","FBA","0.00"
"06/03/2026","Amazon.com","B0BJ9DY444","BB-816U-PO0B","Embroidery Kit for Beginners Cross Stitch Kits for Beginners Needlepoint Kits for Adults Embroidery Kits for Adults Cross Stitch kit Heart","0.00","0.00","0.00","0.00","0","0","0","0","0","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","-0.01","-0.01","0.00","0.00","-0.01","-0.01","0.00","0.00","0","0.00","0.00","0.00","0.00","FBA","0.00"
"06/03/2026","Amazon.ca","B09WQSBZY7","DH-0K32-KCGU","Craftiloo Fairy Sewing Kit for Little Girls - 5 Easy Projects, Kid Crafts, Make Your Own Felt Pillow Plush Kit","0.00","0.00","0.00","0.00","0","0","0","0","0","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","-0.38","-0.38","0.00","0.00","-0.38","-0.38","0.00","0.00","3","0.00","0.00","0.00","0.00","FBA","0.00"
"06/03/2026","Amazon.com","B0CP2KCF9R","DV-7AST-XFZG","CRAFTILOO Embroidery Kits for Adults Hand Embroidery kit for Beginners with Stamped Embroidery Patterns Starter Embroidery Kit. Needlepoint kit Cross Stitch kit for Teens& Adults Cactus","0.00","0.00","0.00","0.00","0","0","0","0","0","0.00","-0.57","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","-0.98","-1.55","0.00","0.00","-1.55","-1.55","0.00","0.00","0","0.00","-0.57","0.00","0.00","FBA","0.00"
"06/03/2026","Amazon.com","B0BPDCDXNK","DW-A9L7-MJ4A","CRAFTILOO Embroidery Kit for Beginners Cross Stitch Kits for Beginners Needlepoint Kits for Adults Embroidery Kits for Adults Cross Stitch kit Embroidery kit Heart","0.00","0.00","0.00","0.00","0","0","0","0","0","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","-0.01","-0.01","0.00","0.00","-0.01","-0.01","0.00","0.00","0","0.00","0.00","0.00","0.00","FBA","0.00"
"06/03/2026","Amazon.com","B0BVHMZFSQ","F8-ODKX-DQWT","XL Fuse Beads kit, Melty Beads Melting for Kids Crafts | Iron for Kids kit - Fuse pegboards, pearler Hama Compatible - 11000pcs 5mm","0.00","0.00","0.00","0.00","0","0","0","0","0","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","-1.94","-1.94","0.00","0.00","-1.94","-1.94","0.00","0.00","0","0.00","0.00","0.00","0.00","FBA","0.00"
"06/03/2026","Amazon.com.mx","B08DDJCQKF","FH-FMO5-Y9LJ","Kits de Punto de Cruz Estampados para Principiantes y Niños - 5 Kits de Bordado con Aguja","0.00","0.00","0.00","0.00","0","0","0","0","0","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","-0.23","-0.23","0.00","0.00","-0.23","-0.23","0.00","0.00","8","0.00","0.00","0.00","0.00","FBA","0.00"
"06/03/2026","Amazon.com","B0BWSGRTB1","IL-ASZW-OF77","CRAFTILOO Embroidery Kit for Beginners Cross Stitch Kits for Beginners Embroidery Kits for Adults Cross Stitch kit Beginner Embroidery kit for Adults Cat","0.00","0.00","0.00","0.00","0","0","0","0","0","0.00","-0.98","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","-0.12","-1.10","0.00","0.00","-1.10","-1.10","0.00","0.00","0","0.00","-0.98","0.00","0.00","FBA","0.00"
"06/03/2026","Amazon.com","B0B2XL9D8D","IV-Z101-Z258","CRAFTILOO Embroidery Kit for Beginners Cross Stitch Kits for Beginners Needlepoint Kits for Adults Embroidery Kits for Adults Cross Stitch kit Elephant","0.00","0.00","0.00","0.00","0","0","0","0","0","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","-3.63","-3.63","0.00","0.00","-3.63","-3.63","0.00","0.00","4","0.00","0.00","0.00","0.00","FBA","0.00"
"06/03/2026","Amazon.ca","B096MYBLS1","JI-I7Y7-VC9R","12 Pre-Cut Mini Treats Dessert Fun Kids Sewing Kit for Kids Ages 8-12 Children Beginners Sewing kit Kid Crafts Make Your Own Felt Pillow Plush Craft Kit Girls and Boys Art Craft Kits Learn to Sew Kit","0.00","0.00","0.00","0.00","0","0","0","0","0","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","-0.05","-0.05","0.00","0.00","-0.05","-0.05","0.00","0.00","0","0.00","0.00","0.00","0.00","FBA","0.00"
"06/03/2026","Amazon.com","B096MYBLS1","JI-I7Y7-VC9R","12 Pre-Cut Mini Treats Dessert Fun Kids Sewing Kit for Kids Ages 8-12 Children Beginners Sewing kit Kid Crafts Make Your Own Felt Pillow Plush Craft Kit Girls and Boys Art Craft Kits Learn to Sew Kit","0.00","0.00","0.00","0.00","0","0","0","0","0","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","-3.62","-3.62","0.00","0.00","-3.62","-3.62","0.00","0.00","0","0.00","0.00","0.00","0.00","FBA","0.00"
"06/03/2026","Amazon.ca","B0BP8GCK1G","KS-48AQ-488J","CRAFTILOO Fairy Elves Sewing Kit for Kids, Fun and Educational Fairytale Craft Set for Boys and Girls Age 7-12, Sew Your Own Felt Fairy Craft Kit for","0.00","0.00","0.00","0.00","0","0","0","0","0","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","3","0.00","0.00","0.00","0.00","FBA","0.00"
"06/03/2026","Amazon.com.mx","B0BP8GCK1G","KS-48AQ-488J","Kit de costura de hadas y elfos para niños, divertido y educativo set de manualidades de cuento de hadas para niños de 7 a 12 años, coser tus propias manualidades de hadas de fieltro para","0.00","0.00","0.00","0.00","0","0","0","0","0","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","1","0.00","0.00","0.00","0.00","FBA","0.00"
"06/03/2026","Amazon.com","B0CQHMJWR9","LF-EYO7-0W17","Hand Embroidery kit for Beginners .Beginner embroidery kit for adults with Stamped Embroidery Patterns. Embroidery Kits for adults.Embroidery Starter Kit. Cross Stitch Kit.Needlepoin kit Goldfish","0.00","0.00","0.00","0.00","0","0","0","0","0","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","-1.60","-1.60","0.00","0.00","-1.60","-1.60","0.00","0.00","0","0.00","0.00","0.00","0.00","FBA","0.00"
"06/03/2026","Amazon.com","B0CRHX8G72","LT-FTSD-X1VT","CRAFTILOO I Am The Storm Embroidery kit for Beginners .Beginner Embroidery kit for Adults with Stamped Embroidery Patterns. Embroidery Kits for Adults.Embroidery Starter Kit. Cross Stitch Kit","0.00","0.00","0.00","0.00","0","0","0","0","0","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","-2.20","-2.20","0.00","0.00","-2.20","-2.20","0.00","0.00","1","0.00","0.00","0.00","0.00","FBA","0.00"
"06/03/2026","Amazon.com.mx","B08FYH13CL","M8-07DZ-ZEYX","CRAFTILOO - Juego de 2 estuches para lápices de alfombras, kit de costura para niños para niñas principiantes de 8 a 12 años","0.00","0.00","0.00","0.00","0","0","0","0","0","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","1","0.00","0.00","0.00","0.00","FBA","0.00"
"06/03/2026","Amazon.com.mx","B07D6D95NG","O9-70DP-C5J6","Juego de abalorio fusibles de 1500 abalorio grandes de 10 mm, perfectas para edades de 4 a 7 años con 48 patrones y tableros de clavijas para manualidades y niñas y niños","0.00","0.00","0.00","0.00","0","0","0","0","0","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","2","0.00","0.00","0.00","0.00","FBA","0.00"
"06/03/2026","Amazon.com","B0CKTS6ZFZ","Q3-59J7-8XP7","CRAFTILOO Embroidery Kits for Adults Hand Embroidery kit for Beginners with Stamped Embroidery Patterns Starter Embroidery Kit. Needlepoint kit Cross Stitch kit for Teens& Adults Flowers","0.00","0.00","0.00","0.00","0","0","0","0","0","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","-5.07","-5.07","0.00","0.00","-5.07","-5.07","0.00","0.00","0","0.00","0.00","0.00","0.00","FBA","0.00"
