"Date","Marketplace","ASIN","SKU","Name","SalesOrganic","SalesPPC","SalesSponsoredProducts","SalesSponsoredDisplay","UnitsOrganic","UnitsPPC","UnitsSponsoredProducts","UnitsSponsoredDisplay","Refunds","PromoValue","SponsoredProducts","SponsoredDisplay","SponsoredВrands","SponsoredBrandsVideo","Google ads","Facebook ads","GiftWrap","Shipping","RefundCost","Value of returned items","ProductCost Unsellable Refunds","AmazonFees","EstimatedPayout","Cost of Goods","VAT","GrossProfit","NetProfit","Margin","Real ACOS","Sessions","Unit Session Percentage","Ads spend","Sellable Returns %","ROI","Fulfillment Channel","Expenses"
"03/03/2026","Amazon.com","B0FQC7YFX6","6P-KW6N-9F9J","CRAFTILOO Lacing Cards for Kids Ages 3-5 - 8 Princess Sewing Cards with Gem Stickers, Toddler Lacing Toy, Fine Motor Preschool Threading Activity for Ages 4-8","59.94","59.94","59.94","0.00","3","3","3","0","0","0.00","-40.30","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","-45.59","33.99","-12.60","0.00","21.39","21.39","17.84","33.62","42","14.29","-40.30","0.00","169.76","FBA","0.00"
"03/03/2026","Amazon.com","B08L8BHD4Z","U9-D41T-LM8J","5 Stamped Superhero Cross Stitch Beginner Projects for Kids Needlepoint Starter kit Sewing Set for Backpack Charms…","87.92","21.98","21.98","0.00","4","1","1","0","1","0.00","-5.05","0.00","0.00","0.00","0.00","0.00","0.00","0.00","-19.34","0.00","0.00","-37.50","48.01","-20.00","0.00","28.01","28.01","25.49","4.60","54","9.26","-5.05","0.00","140.05","FBA","0.00"
"03/03/2026","Amazon.com","B09HVDNFMR","N7-TUSA-2329","Pre Printed Needlepoint Wallet Kit for Kids Embroidery Arts and Crafts Set Cross Stitch Sewing Kit (Cat)","53.94","35.96","35.96","0.00","3","2","2","0","0","0.00","-16.12","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","-32.15","41.63","-15.00","0.00","26.63","26.63","29.62","17.93","91","5.49","-16.12","0.00","177.53","FBA","0.00"
"03/03/2026","Amazon.com","B0FHMRQWRX","MW-AU5S-KO94","CRAFTILOO Latch Hook Kit for Kids Rug DIY Pillow Craft with Hook, Precut Yarn, Easy to Follow Pattern Cute Designs with Wise Owl Ages 6+","99.92","0.00","0.00","0.00","4","0","0","0","0","0.00","-1.15","0.00","0.00","-2.14","0.00","0.00","0.00","0.00","0.00","0.00","0.00","-37.28","59.35","-21.20","0.00","38.15","38.15","38.18","3.29","31","12.90","-3.29","0.00","179.95","FBA","0.00"
"03/03/2026","Amazon.com","B0CRZ8M2G1","GP-OSR2-H0XR","shinshin creation 24,000 Mini 2.6mm Fuse Beads Kit for Adults - 48 Vivid Pastel Colors, 5 Pegboards, 2 Tweezers - Compatible with Hama, Melty Beads, Iron Beads Craft - Bulk Storage","139.92","0.00","0.00","0.00","4","0","0","0","0","0.00","-1.14","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","-44.28","94.50","-36.00","0.00","58.50","58.50","41.81","0.81","66","6.06","-1.14","0.00","162.50","FBA","0.00"
"03/03/2026","Amazon.com","B08FYH13CL","M8-07DZ-ZEYX","CRAFTILOO Latch Hook Kit for Kids - DIY 2 Pencil Cases Craft Kit for Girls Ages 8-12, Beginner Rug Hooking Set with Yarn, Hook & Easy Instructions - Fun Back to School Arts and Crafts Project","79.92","0.00","0.00","0.00","4","0","0","0","0","0.00","-12.55","0.00","0.00","-0.85","0.00","0.00","0.00","0.00","0.00","0.00","0.00","-28.80","37.72","-18.00","0.00","19.72","19.72","24.67","16.77","40","10.00","-13.40","0.00","109.56","FBA","0.00"
"03/03/2026","Amazon.com","B0DKD2S3JT","JZ-ZGON-217O","CRAFTILOO Loom Knitting and Crochet kit for Kids Crochet kit for Beginners Knitting kit for Beginners Knitting Loom Learn to Crochet Kits for Adults Beginner","68.94","0.00","0.00","0.00","3","0","0","0","0","0.00","-3.87","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","-28.11","36.96","-18.00","0.00","18.96","18.96","27.50","5.61","54","5.56","-3.87","0.00","105.33","FBA","0.00"
"03/03/2026","Amazon.com","B08DJYBH4D","6B-PLIR-RTAZ","5 Stamped Embroidery kit With Embroidery Patterns. Embroidery Kit For Beginners, Needlepoint Kits For Beginners. Best Beginner Embroidery Kit For Kids Embroidery Starter Kit Cross Stitch Kits","59.94","0.00","0.00","0.00","3","0","0","0","0","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","-21.39","38.55","-13.50","0.00","25.05","25.05","41.79","0.00","28","10.71","0.00","0.00","185.56","FBA","0.00"
"03/03/2026","Amazon.com","B08DDJCQKF","B08DDJCQKF-FBA-2026","CRAFTILOO Cross Stitch Kit for Kids - 5 Easy Stamped Cross Stitch Kits for Beginners | Embroidery Kit for Girls Ages 7-13 | Needlepoint Craft Set, Backpack Charms & Keychains","38.76","0.00","0.00","0.00","2","0","0","0","0","0.00","0.00","0.00","0.00","-0.35","0.00","0.00","0.00","0.00","0.00","0.00","0.00","-14.94","23.47","0.00","0.00","23.47","23.47","60.55","0.90","18","11.11","-0.35","0.00","0.00","FBA","0.00"
"03/03/2026","Amazon.com","B0B8TFW4MN","7V-1G3Q-6PFU","Superhero Sewing Kits for Little Kids 5 Easy Projects for Children Beginners Sewing kit Kid Crafts Make Your Own Felt Pillow Plush Craft Kit My First Sewing Kit Learn to Sew Kit","43.16","0.00","0.00","0.00","2","0","0","0","0","0.00","-2.35","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","-14.88","25.93","-6.40","0.00","19.53","19.53","45.25","5.44","57","3.51","-2.35","0.00","305.16","FBA","0.00"
"03/03/2026","Amazon.com","B0F6YTG1CH","75-24RO-YAXR","CRAFTILOO Cross Stitch Kit for Kids Ages 6-12 – Easy Beginner Embroidery Needlepoint Set for Girls & Boys – Pre-Cut Felt Unicorn Designs with Thread, Needles & Keyrings – 4 Fun Projects","33.96","0.00","0.00","0.00","2","0","0","0","0","0.00","-44.57","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","-13.00","-23.61","-4.00","0.00","-27.61","-27.61","-81.30","131.24","72","2.78","-44.57","0.00","-690.25","FBA","0.00"
"03/03/2026","Amazon.com","B0B2XL9D8D","IV-Z101-Z258","CRAFTILOO Embroidery Kit for Beginners Cross Stitch Kits for Beginners Needlepoint Kits for Adults Embroidery Kits for Adults Cross Stitch kit Elephant","21.98","21.98","21.98","0.00","1","1","1","0","1","0.00","-0.68","0.00","0.00","0.00","0.00","0.00","0.00","0.00","-19.34","0.00","0.00","-15.00","8.94","-8.80","0.00","0.14","0.14","0.32","1.55","14","14.29","-0.68","0.00","1.59","FBA","0.00"
"03/03/2026","Amazon.com","B0B18ZRRCQ","S4-XEVS-W1IV","CRAFTILOO Cats Cross Stitch Kits for Beginners. 5 Stamped Cross Stitch Kits for Kids.Needlepoint Kits for Beginners. Embroidery Kit for Kids. Girls Cross Stitch kit (Cats)","53.96","0.00","0.00","0.00","2","0","0","0","0","0.00","-1.21","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","-16.50","36.25","-9.20","0.00","27.05","27.05","50.13","2.24","24","8.33","-1.21","0.00","294.02","FBA","0.00"
"03/03/2026","Amazon.com","B0BVHMZFSQ","F8-ODKX-DQWT","XL Fuse Beads kit, Melty Beads Melting for Kids Crafts | Iron for Kids kit - Fuse pegboards, pearler Hama Compatible - 11000pcs 5mm","34.98","0.00","0.00","0.00","1","0","0","0","0","0.00","-0.33","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","-11.92","22.73","-8.00","0.00","14.73","14.73","42.11","0.94","14","7.14","-0.33","0.00","184.13","FBA","0.00"
"03/03/2026","Amazon.ca","B09WQSBZY7","DH-0K32-KCGU","Craftiloo Fairy Sewing Kit for Little Girls - 5 Easy Projects, Kid Crafts, Make Your Own Felt Pillow Plush Kit","24.75","0.00","0.00","0.00","1","0","0","0","0","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","-11.18","13.57","-3.00","0.00","10.57","10.57","42.71","0.00","2","50.00","0.00","0.00","352.33","FBA","0.00"
"03/03/2026","Amazon.com","B0CP2KCF9R","PC-75HN-F1GF","CRAFTILOO Embroidery Kits for Adults Hand Embroidery kit for Beginners with Stamped Embroidery Patterns Starter Embroidery Kit. Needlepoint kit Cross Stitch kit for Teens& Adults Cactus","24.98","0.00","0.00","0.00","1","0","0","0","0","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","-7.95","17.03","-4.40","0.00","12.63","12.63","50.56","0.00","17","5.88","0.00","0.00","287.05","FBA","0.00"
"03/03/2026","Amazon.com","B0B18ZHYKR","V5-VHHP-2KSO","Safari Animals Cross Stitch Kits for Beginners. 5 Stamped Cross Stitch Kits for Kids.Needlepoint Kits for Beginners. Embroidery Kit for Kids. Crossstitch Kit for Beginners. Girls Cross Stitch kit","19.98","0.00","0.00","0.00","1","0","0","0","0","0.00","-0.98","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","-7.20","11.80","-4.60","0.00","7.20","7.20","36.04","4.90","38","2.63","-0.98","0.00","156.52","FBA","0.00"
"03/03/2026","Amazon.com.mx","B08DDJCQKF","FH-FMO5-Y9LJ","Kits de Punto de Cruz Estampados para Principiantes y Niños - 5 Kits de Bordado con Aguja","24.92","0.00","0.00","0.00","1","0","0","0","0","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","-13.11","11.81","-4.00","0.00","7.81","7.81","31.34","0.00","8","12.50","0.00","0.00","195.25","FBA","0.00"
"03/03/2026","Amazon.com","B09THLVFZK","amzn.gr.RV-FA22-4WFQ-MpriMc-eYvZIGfid-LN","shinshin creation 24,000 Mini Fuse Beads Kit for Adults - Tiny 2.6mm Beads (NOT Standard 5mm) - 48 Colors, 5 Pegboards, 2 Tweezers - Compatible with Hama, Melty, Iron Beads - Bulk Pixel Art Craft","26.38","0.00","0.00","0.00","1","0","0","0","0","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","-11.41","14.97","0.00","0.00","14.97","14.97","56.75","0.00","10","10.00","0.00","0.00","0.00","FBA","0.00"
"03/03/2026","Amazon.com","B09HVCCNM2","KL-L7KN-R85L","Pre Printed Needlepoint Wallet Kit for Kids Embroidery Arts and Crafts Set Cross Stitch Sewing Latch Hook Kit (Unicorn)","17.98","0.00","0.00","0.00","1","0","0","0","0","0.00","-8.15","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","-6.43","3.40","-3.00","0.00","0.40","0.40","2.22","45.33","31","3.23","-8.15","0.00","13.33","FBA","0.00"
"03/03/2026","Amazon.com","B0F8QZZQQM","ZT-0RFZ-KY9Y","CRAFTILOO 2 in1 Cross Stitch & Embroidery Kit for Kids Ages 6+ Make 8 Projects Backpack Charms, Keyring, Doll, Wall Art, Unicorn Pillow & Card Holder Beginner Needlepoint & Creative Gift Set","0.00","21.98","21.98","0.00","0","1","1","0","0","0.00","-2.27","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","-8.72","10.99","-5.50","0.00","5.49","5.49","24.98","10.33","16","6.25","-2.27","0.00","99.82","FBA","0.00"
"03/03/2026","Amazon.com","B0F8R6J7JR","XP-P2WC-9YOW","CRAFTILOO Latch Hook Kit for Kids Rug DIY Pillow Craft with Hook, Precut Yarn, Easy to Follow Pattern Cute Designs with Googley Eyes Heart Ages 6+","26.98","0.00","0.00","0.00","1","0","0","0","0","0.00","-1.03","0.00","0.00","-0.58","0.00","0.00","0.00","0.00","0.00","0.00","0.00","-9.62","15.75","-5.69","0.00","10.06","10.06","37.29","5.97","30","3.33","-1.61","0.00","176.80","FBA","0.00"
"03/03/2026","Amazon.com","B0C3YQ5RG1","2Z-YIR5-1UN8","Pirates Pre-Cut Fun Kids Sewing Kit for Kids Ages 8-12 Children Beginners Sewing kit Kid Crafts Make Your Own Felt Pillow Plush Craft Kit Girls and Boys Art Craft Kits Learn to Sew Kit","20.68","0.00","0.00","0.00","1","0","0","0","0","0.00","-1.05","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","-8.57","11.06","-3.50","0.00","7.56","7.56","36.56","5.08","44","2.27","-1.05","0.00","216.00","FBA","0.00"
"03/03/2026","Amazon.com","B09HVSLBS6","KM-QL7C-QZMZ","CRAFTILOO Pre Printed Needlepoint Wallet kit for Kids Embroidery Arts and Crafts Sewing Set Cross Stitch (Cat&Dog)","0.00","0.00","0.00","0.00","0","0","0","0","0","0.00","-6.29","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","-6.29","0.00","0.00","-6.29","-6.29","0.00","0.00","32","0.00","-6.29","0.00","0.00","FBA","0.00"
"03/03/2026","Amazon.ca","B0BP8GCK1G","KS-48AQ-488J","CRAFTILOO Fairy Elves Sewing Kit for Kids, Fun and Educational Fairytale Craft Set for Boys and Girls Age 7-12, Sew Your Own Felt Fairy Craft Kit for","0.00","0.00","0.00","0.00","0","0","0","0","0","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","2","0.00","0.00","0.00","0.00","FBA","0.00"
"03/03/2026","Amazon.com.mx","B0BP8GCK1G","KS-48AQ-488J","Kit de costura de hadas y elfos para niños, divertido y educativo set de manualidades de cuento de hadas para niños de 7 a 12 años, coser tus propias manualidades de hadas de fieltro para","0.00","0.00","0.00","0.00","0","0","0","0","0","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","1","0.00","0.00","0.00","0.00","FBA","0.00"
"03/03/2026","Amazon.com","B0CRHX8G72","LT-FTSD-X1VT","CRAFTILOO I Am The Storm Embroidery kit for Beginners .Beginner Embroidery kit for Adults with Stamped Embroidery Patterns. Embroidery Kits for Adults.Embroidery Starter Kit. Cross Stitch Kit","0.00","0.00","0.00","0.00","0","0","0","0","0","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","2","0.00","0.00","0.00","0.00","FBA","0.00"
"03/03/2026","Amazon.com.mx","B07D6D95NG","O9-70DP-C5J6","Juego de abalorio fusibles de 1500 abalorio grandes de 10 mm, perfectas para edades de 4 a 7 años con 48 patrones y tableros de clavijas para manualidades y niñas y niños","0.00","0.00","0.00","0.00","0","0","0","0","0","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","1","0.00","0.00","0.00","0.00","FBA","0.00"
"03/03/2026","Amazon.com.mx","B0B18ZRRCQ","S4-XEVS-W1IV","CRAFTILOO Kits de punto de cruz para gatos para principiantes 5 kits de punto de cruz estampados para niños. Kits de aguja para principiantes Kit de bordado para niños. Kit de punto de cruz para niñas","0.00","0.00","0.00","0.00","0","0","0","0","0","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","3","0.00","0.00","0.00","0.00","FBA","0.00"
"03/03/2026","Amazon.com.mx","B0B18ZHYKR","V5-VHHP-2KSO","Safari Animals Cross Stitch Kits for Beginners. 5 Stamped Cross Stitch Kits for Kids.Needlepoint Kits for Beginners. Embroidery Kit for Kids. Crossstitch Kit for Beginners. Girls Cross Stitch kit","0.00","0.00","0.00","0.00","0","0","0","0","0","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","2","0.00","0.00","0.00","0.00","FBA","0.00"
"03/03/2026","Amazon.ca","B0B3PGPVV5","W1-ASV2-SQO1","CRAFTILOO DIY Rug 3D Unicorn Pouch Latch Hook Kits for Kids Sewing Set for Girls Beginners Latchkits Ages 6-12","0.00","0.00","0.00","0.00","0","0","0","0","0","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","1","0.00","0.00","0.00","0.00","FBA","0.00"
"03/03/2026","Amazon.com","B0B3PGPVV5","W1-ASV2-SQO1","CRAFTILOO DIY Rug 3D Unicorn Pouch Latch Hook Kits for Kids Sewing Set for Girls Beginners Latchkits Ages 6-12","0.00","0.00","0.00","0.00","0","0","0","0","0","0.00","-2.55","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","-2.55","0.00","0.00","-2.55","-2.55","0.00","0.00","10","0.00","-2.55","0.00","0.00","FBA","0.00"
"03/03/2026","Amazon.com","B0BXHJJMX1","WS-RE3B-GDTO","CRAFTILOO DIY 2 Rug Pencil Cases Latch Hook Kits for Kids Sewing Set for Girls Beginners Latchkits Ages 8-12","0.00","0.00","0.00","0.00","0","0","0","0","0","0.00","-3.66","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","-3.66","0.00","0.00","-3.66","-3.66","0.00","0.00","3","0.00","-3.66","0.00","0.00","FBA","0.00"
"03/03/2026","Amazon.com","B0B1935V5N","Y5-L0PV-8AS4","CRAFTILOO Dogs Cross Stitch Kits for Beginners. 5 Stamped Cross Stitch Kits for Kids.Needlepoint Kits for Beginners. Embroidery Kit for Kids. Crossstitch Kit for Beginners. (Dogs)","0.00","0.00","0.00","0.00","0","0","0","0","0","0.00","-3.59","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","-3.59","0.00","0.00","-3.59","-3.59","0.00","0.00","0","0.00","-3.59","0.00","0.00","FBA","0.00"
"03/03/2026","Amazon.com","B0CDH84QDP","YG-V1A9-1R8J","CRAFTILOO 8 Pre-Cut Dogs Stuffed Animal Fun Kids Sewing Kit for Kids Ages 8-12 Children Beginners Sewing kit Kid Puppy Crafts Felt Pillow Plush Craft Kit Girls and Boys","0.00","0.00","0.00","0.00","0","0","0","0","0","0.00","-1.10","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","-1.10","0.00","0.00","-1.10","-1.10","0.00","0.00","29","0.00","-1.10","0.00","0.00","FBA","0.00"
"03/03/2026","Amazon.com","B0CDH84QDP","2Q-4Q9U-5JKS","CRAFTILOO 8 Pre-Cut Dogs Stuffed Animal Fun Kids Sewing Kit for Kids Ages 8-12 Children Beginners Sewing kit Kid Puppy Crafts Felt Pillow Plush Craft Kit Girls and Boys","0.00","0.00","0.00","0.00","0","0","0","0","0","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","29","0.00","0.00","0.00","0.00","FBA","0.00"
"03/03/2026","Amazon.com","B0CY2SXF6P","53-9CMK-9CPW","CRAFTILOO You are Hand Embroidery kit for Beginners .Beginner Embroidery kit for Adults with Stamped Embroidery Patterns. Embroidery Kits for Adults.Embroidery Starter Kit. Cross Stitch Kit.","0.00","0.00","0.00","0.00","0","0","0","0","0","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","2","0.00","0.00","0.00","0.00","FBA","0.00"
"03/03/2026","Amazon.com","B0CT962TMN","H5-BY2V-OEVL","CRAFTILOO Embroidery Kits for Adults Hand Embroidery kit for Beginners with Stamped Embroidery Patterns Starter Embroidery Kit. Needlepoint kit Cross Stitch kit for Teens& Adults Butterflies","0.00","0.00","0.00","0.00","0","0","0","0","0","0.00","-1.66","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","-1.66","0.00","0.00","-1.66","-1.66","0.00","0.00","7","0.00","-1.66","0.00","0.00","FBA","0.00"
"03/03/2026","Amazon.com","B0CKTS6ZFZ","UW-BO9I-486K","CRAFTILOO Embroidery Kits for Adults Hand Embroidery kit for Beginners with Stamped Embroidery Patterns Starter Embroidery Kit. Needlepoint kit Cross Stitch kit for Teens& Adults Flowers","0.00","0.00","0.00","0.00","0","0","0","0","0","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","4","0.00","0.00","0.00","0.00","FBA","0.00"
"03/03/2026","Amazon.com","B0CSPRD746","27-Q2LK-A7TQ","CRAFTILOO Into The Water Embroidery kit for Beginners .Beginner Embroidery kit for Adults with Stamped Embroidery Patterns. Embroidery Kits for Adults.Embroidery Starter Kit. Cross Stitch Kit","0.00","0.00","0.00","0.00","0","0","0","0","0","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","1","0.00","0.00","0.00","0.00","FBA","0.00"
"03/03/2026","Amazon.com.mx","B0C3YQ5RG1","2Z-YIR5-1UN8","Kit de Costura Divertido Pre-Cortado de Piratas para Niños de 8 a 12 Años, Kit de Costura para Principiantes, Manualidades para Niños, Haz Tu Propio Cojín de Felpa, Kit de Artesanía de Felpa para","0.00","0.00","0.00","0.00","0","0","0","0","0","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","1","0.00","0.00","0.00","0.00","FBA","0.00"
